,Median_hh_income,Total_population,Total_white_population,Percent_white_population,Percent_black_population,Average_hh_size,Percent_hh_built_1950s,Percent_hh_built_1960s,Percent_commute_drive,Percent_commute_walk,Percent_commute_pubtransit,Percent_home_owner_units,Percent_family_hhs,Percent_ed_bachelor_higher,NAME,state,county,tract,suburb_house_decades,Suburbanism_Flag,Housing_Age_Flag,Suburbanism_Extra_Flag,Combined_Flag,GEOID
1866,58015.0,4117.0,3287.0,79.8,17.1,2.5,8.9,10.8,74.0,1.5,11.3,1174.0,62.1,24.6,"Census Tract 108.01, Orange County, New York",36,071,010801,19.700000000000003,0,0,0,0,36071010801
1867,69934.0,2054.0,1708.0,83.2,5.9,2.64,7.1,8.8,80.6,0.8,4.1,648.0,64.2,27.1,"Census Tract 132.02, Orange County, New York",36,071,013202,15.9,0,0,0,0,36071013202
1868,83064.0,5630.0,5112.0,90.8,5.8,2.79,6.9,6.9,87.4,2.8,0.3,1275.0,70.8,27.8,"Census Tract 108.02, Orange County, New York",36,071,010802,13.8,1,0,0,0,36071010802
1869,92167.0,6090.0,5619.0,92.3,1.9,3.17,5.6,6.2,89.0,0.4,0.9,1705.0,77.2,24.2,"Census Tract 109.02, Orange County, New York",36,071,010902,11.8,1,0,0,0,36071010902
1870,65344.0,4027.0,2339.0,58.1,26.5,2.6,2.9,15.2,88.6,0.0,1.8,830.0,68.8,20.1,"Census Tract 111.02, Orange County, New York",36,071,011102,18.099999999999998,1,0,0,0,36071011102
1871,93387.0,4697.0,4267.0,90.8,3.7,3.07,3.4,5.1,84.0,0.0,0.8,1378.0,80.3,24.0,"Census Tract 117.01, Orange County, New York",36,071,011701,8.5,1,0,0,0,36071011701
1872,95662.0,4923.0,4524.0,91.9,6.8,2.5,3.4,15.5,80.0,0.1,8.0,1529.0,63.3,48.1,"Census Tract 145.02, Orange County, New York",36,071,014502,18.9,0,0,0,0,36071014502
1873,102330.0,4065.0,3713.0,91.3,4.3,2.88,11.0,5.0,78.2,1.4,4.1,1277.0,78.7,38.9,"Census Tract 145.01, Orange County, New York",36,071,014501,16.0,1,0,1,0,36071014501
1874,32328.0,2930.0,2827.0,96.5,1.1,1.99,5.9,8.8,63.8,21.9,1.6,448.0,43.3,18.0,"Census Tract 9706, Cortland County, New York",36,023,970600,14.700000000000001,0,0,0,0,36023970600
1875,53506.0,5034.0,4729.0,93.9,4.0,2.61,15.2,5.3,76.5,6.9,0.3,1179.0,46.1,40.6,"Census Tract 9707, Cortland County, New York",36,023,970700,20.5,0,0,0,0,36023970700
1876,-666666666.0,2550.0,2377.0,93.2,7.1,1.78,16.5,0.0,18.5,49.7,1.1,29.0,31.3,50.7,"Census Tract 9708, Cortland County, New York",36,023,970800,16.5,0,0,0,0,36023970800
1877,40841.0,4763.0,4525.0,95.0,10.5,2.54,5.6,8.3,69.4,11.1,0.5,716.0,51.9,20.5,"Census Tract 9709, Cortland County, New York",36,023,970900,13.9,0,0,0,0,36023970900
1878,65721.0,2574.0,2559.0,99.4,0.7,2.45,10.9,9.8,85.1,0.0,1.3,821.0,67.4,22.8,"Census Tract 9704, Cortland County, New York",36,023,970400,20.700000000000003,1,0,0,0,36023970400
1879,64705.0,5687.0,5481.0,96.4,1.9,2.39,16.8,11.2,82.1,1.8,1.1,1539.0,67.3,38.2,"Census Tract 9710, Cortland County, New York",36,023,971000,28.0,1,1,1,1,36023971000
1880,64083.0,4246.0,4111.0,96.8,2.2,2.73,2.8,5.7,75.6,1.8,0.0,1253.0,68.3,23.6,"Census Tract 9712, Cortland County, New York",36,023,971200,8.5,1,0,0,0,36023971200
1881,64786.0,5722.0,5616.0,98.1,0.0,2.78,5.7,11.8,83.7,1.4,0.8,1632.0,74.7,27.2,"Census Tract 9702, Cortland County, New York",36,023,970200,17.5,1,0,0,0,36023970200
1882,40761.0,4476.0,4283.0,95.7,3.7,2.4,16.4,13.4,72.9,15.7,4.1,811.0,49.5,33.6,"Census Tract 153.04, Monroe County, New York",36,055,015304,29.799999999999997,0,1,0,0,36055015304
1883,63030.0,4762.0,3845.0,80.7,14.6,2.46,10.6,7.8,84.5,3.9,0.0,1185.0,59.7,34.2,"Census Tract 146.02, Monroe County, New York",36,055,014602,18.4,0,0,0,0,36055014602
1884,50395.0,5318.0,4842.0,91.0,4.9,1.92,3.0,6.4,93.5,0.0,0.0,1358.0,44.6,37.1,"Census Tract 112.08, Monroe County, New York",36,055,011208,9.4,0,0,0,0,36055011208
1885,75455.0,3644.0,3545.0,97.3,2.9,2.54,8.0,10.1,86.6,0.0,0.0,974.0,67.3,31.9,"Census Tract 149.06, Monroe County, New York",36,055,014906,18.1,1,0,1,0,36055014906
1886,154275.0,5514.0,4295.0,77.9,1.3,2.73,2.0,9.5,81.1,0.0,0.0,1852.0,79.9,82.9,"Census Tract 123.06, Monroe County, New York",36,055,012306,11.5,1,0,1,0,36055012306
1887,86338.0,6963.0,5494.0,78.9,13.3,2.66,0.4,6.2,82.3,3.1,0.0,1852.0,68.9,45.4,"Census Tract 132.06, Monroe County, New York",36,055,013206,6.6000000000000005,1,0,1,0,36055013206
1888,74056.0,5549.0,5053.0,91.1,2.8,2.48,3.1,1.8,95.5,0.0,0.6,1908.0,75.4,37.0,"Census Tract 135.07, Monroe County, New York",36,055,013507,4.9,1,0,1,0,36055013507
1889,70436.0,5369.0,5096.0,94.9,4.2,2.53,10.5,13.3,84.5,3.5,0.2,1545.0,68.3,33.7,"Census Tract 149.05, Monroe County, New York",36,055,014905,23.8,0,1,0,0,36055014905
1890,-666666666.0,141.0,40.0,28.4,0.0,2.56,0.0,100.0,0.0,0.0,100.0,55.0,100.0,39.0,"Census Tract 9400, Onondaga County, New York",36,067,940000,100.0,0,1,0,0,36067940000
1891,46520.0,3766.0,3728.0,99.0,0.6,2.41,4.1,5.9,83.3,5.8,0.0,1249.0,68.2,15.7,"Census Tract 9513, Allegany County, New York",36,003,951300,10.0,0,0,0,0,36003951300
1892,-666666666.0,1529.0,789.0,51.6,40.2,2.63,0.0,0.0,37.5,0.0,0.0,0.0,100.0,4.4,"Census Tract 259, Oneida County, New York",36,065,025900,0.0,0,0,0,0,36065025900
1893,37986.0,3309.0,3081.0,93.1,5.3,2.24,11.4,21.9,66.2,8.1,0.0,478.0,55.3,7.9,"Census Tract 1022, Clinton County, New York",36,019,102200,33.3,0,1,0,0,36019102200
1894,62829.0,2209.0,2078.0,94.1,2.1,2.51,20.7,7.8,81.4,2.6,0.0,580.0,72.3,33.9,"Census Tract 1021, Clinton County, New York",36,019,102100,28.5,0,1,0,0,36019102100
1895,50417.0,3618.0,3550.0,98.1,2.8,2.32,12.7,8.8,91.6,2.9,0.0,1273.0,66.9,27.4,"Census Tract 369.02, Chautauqua County, New York",36,013,036902,21.5,1,0,0,0,36013036902
1896,-666666666.0,2390.0,2084.0,87.2,6.2,-666666666.0,27.8,0.0,11.1,73.5,1.7,0.0,0.0,0.0,"Census Tract 4911, St. Lawrence County, New York",36,089,491100,27.8,0,1,0,0,36089491100
1897,33920.0,3481.0,3303.0,94.9,3.4,2.1,12.8,11.7,63.5,12.5,1.5,713.0,46.1,48.1,"Census Tract 4909, St. Lawrence County, New York",36,089,490900,24.5,0,1,0,0,36089490900
1898,59602.0,4649.0,4398.0,94.6,1.2,2.4,13.7,7.4,91.9,2.3,0.5,1430.0,62.9,27.4,"Census Tract 4910, St. Lawrence County, New York",36,089,491000,21.1,0,0,0,0,36089491000
1899,58300.0,3085.0,2940.0,95.3,2.8,2.45,9.8,13.1,87.6,1.0,0.3,753.0,64.0,35.0,"Census Tract 9703, Cortland County, New York",36,023,970300,22.9,0,1,0,0,36023970300
1900,40411.0,4558.0,4558.0,100.0,0.0,5.66,0.0,1.5,41.9,22.0,18.6,223.0,98.0,2.8,"Census Tract 150.05, Orange County, New York",36,071,015005,1.5,0,0,0,0,36071015005
1901,24661.0,6550.0,6550.0,100.0,0.4,5.45,0.0,0.6,29.2,21.1,26.9,292.0,92.4,9.2,"Census Tract 150.06, Orange County, New York",36,071,015006,0.6,0,0,0,0,36071015006
1902,85357.0,6307.0,3603.0,57.1,15.1,3.35,11.1,5.5,68.4,3.0,13.1,1106.0,79.9,37.5,"Census Tract 141.02, Orange County, New York",36,071,014102,16.6,1,0,0,0,36071014102
1903,80515.0,3955.0,2414.0,61.0,7.2,2.97,5.1,4.0,64.2,3.0,11.4,928.0,75.5,38.5,"Census Tract 141.01, Orange County, New York",36,071,014101,9.1,1,0,0,0,36071014101
1904,29522.0,5581.0,5561.0,99.6,0.1,5.58,1.5,0.0,30.6,24.2,20.9,288.0,97.5,10.1,"Census Tract 150.03, Orange County, New York",36,071,015003,1.5,0,0,0,0,36071015003
1905,39094.0,7006.0,6953.0,99.2,0.0,5.51,0.0,0.0,28.8,35.4,12.3,435.0,95.8,3.5,"Census Tract 150.04, Orange County, New York",36,071,015004,0.0,0,0,0,0,36071015004
1906,52318.0,4123.0,3855.0,93.5,1.7,2.55,10.9,13.9,86.5,0.7,0.5,1261.0,65.0,12.8,"Census Tract 116.01, Orange County, New York",36,071,011601,24.8,0,1,0,0,36071011601
1907,66250.0,3144.0,2801.0,89.1,11.9,2.35,7.1,7.4,82.0,3.7,1.6,895.0,56.0,30.4,"Census Tract 109.01, Orange County, New York",36,071,010901,14.5,0,0,0,0,36071010901
1908,250001.0,5644.0,4610.0,81.7,2.7,2.34,0.0,0.0,4.4,33.7,45.4,221.0,59.1,84.2,"Census Tract 317.03, New York County, New York",36,061,031703,0.0,0,0,0,0,36061031703
1909,162030.0,10241.0,7809.0,76.3,3.0,2.08,0.0,1.5,8.2,26.8,49.9,1494.0,50.0,88.9,"Census Tract 317.04, New York County, New York",36,061,031704,1.5,0,0,0,0,36061031704
1910,98886.0,17069.0,13643.0,79.9,7.0,2.12,13.6,4.1,2.8,20.3,64.1,0.0,41.3,77.8,"Census Tract 44, New York County, New York",36,061,004400,17.7,0,0,0,0,36061004400
1911,30443.0,6240.0,4186.0,67.1,5.1,2.48,8.9,7.9,79.1,5.9,0.4,1334.0,59.4,12.9,"Census Tract 9403, Cattaraugus County, New York",36,009,940300,16.8,0,0,0,0,36009940300
1912,129107.0,4536.0,3668.0,80.9,6.6,1.84,5.3,2.7,2.8,12.4,71.5,766.0,40.2,79.8,"Census Tract 5.01, Kings County, New York",36,047,000501,8.0,0,0,0,0,36047000501
1913,106667.0,2756.0,2358.0,85.6,4.4,1.7,13.7,10.7,5.3,10.5,69.7,596.0,36.3,86.4,"Census Tract 5.02, Kings County, New York",36,047,000502,24.4,0,1,0,0,36047000502
1914,48266.0,4595.0,797.0,17.3,65.6,2.56,16.7,3.6,6.4,3.1,84.2,67.0,59.3,28.1,"Census Tract 510.02, Kings County, New York",36,047,051002,20.3,0,0,0,0,36047051002
1915,52063.0,5506.0,546.0,9.9,70.7,2.85,5.4,4.4,17.7,2.4,70.7,39.0,62.9,24.5,"Census Tract 516.01, Kings County, New York",36,047,051601,9.8,0,0,0,0,36047051601
1916,55577.0,4235.0,513.0,12.1,74.6,2.95,10.8,4.7,16.7,6.2,60.3,81.0,63.3,23.2,"Census Tract 516.02, Kings County, New York",36,047,051602,15.5,0,0,0,0,36047051602
1917,52159.0,2079.0,879.0,42.3,3.2,3.97,8.2,7.0,11.2,22.9,56.7,163.0,80.2,26.8,"Census Tract 610.03, Kings County, New York",36,047,061003,15.2,0,0,0,0,36047061003
1918,24741.0,6556.0,5928.0,90.4,2.8,2.12,17.5,7.7,16.4,11.8,56.0,546.0,53.4,46.6,"Census Tract 610.04, Kings County, New York",36,047,061004,25.2,0,1,0,0,36047061004
1919,62458.0,3677.0,1761.0,47.9,43.8,2.57,12.4,28.5,34.6,7.4,41.7,578.0,68.7,39.3,"Census Tract 696.01, Kings County, New York",36,047,069601,40.9,0,1,0,0,36047069601
1920,50453.0,5119.0,1569.0,30.7,58.5,2.59,5.7,22.6,64.9,4.1,11.9,391.0,64.9,22.4,"Census Tract 124.01, Rockland County, New York",36,087,012401,28.3,0,1,0,0,36087012401
1921,64647.0,4533.0,4443.0,98.0,1.6,2.35,34.7,14.6,85.7,0.5,0.1,1719.0,68.3,31.6,"Census Tract 246, Niagara County, New York",36,063,024600,49.300000000000004,1,1,1,1,36063024600
1922,28839.0,1048.0,178.0,17.0,0.3,2.69,14.2,6.3,82.8,4.5,0.0,345.0,69.7,17.1,"Census Tract 9400.01, Niagara County, New York",36,063,940001,20.5,0,0,0,0,36063940001
1923,37315.0,2258.0,2198.0,97.3,2.3,2.19,10.6,2.5,89.1,2.1,0.0,640.0,50.4,16.2,"Census Tract 230.01, Niagara County, New York",36,063,023001,13.1,0,0,0,0,36063023001
1924,87188.0,5580.0,4355.0,78.0,9.1,2.23,43.3,27.5,36.7,5.8,41.7,1120.0,56.3,67.6,"Census Tract 307.01, Bronx County, New York",36,005,030701,70.8,0,1,0,0,36005030701
1925,65204.0,3108.0,3011.0,96.9,1.3,2.23,19.7,12.7,83.2,0.5,0.0,1120.0,62.6,33.5,"Census Tract 4904, St. Lawrence County, New York",36,089,490400,32.4,0,1,0,0,36089490400
1926,52723.0,3731.0,3607.0,96.7,1.9,2.42,10.4,5.6,83.8,2.5,0.0,1134.0,62.2,22.5,"Census Tract 4905, St. Lawrence County, New York",36,089,490500,16.0,0,0,0,0,36089490500
1927,42361.0,3169.0,3091.0,97.5,1.6,2.13,19.6,4.5,72.5,4.7,0.9,875.0,58.1,21.1,"Census Tract 4901, St. Lawrence County, New York",36,089,490100,24.1,0,1,0,0,36089490100
1928,48036.0,3623.0,3410.0,94.1,0.2,2.29,31.0,11.2,84.1,2.1,0.6,1235.0,61.4,28.6,"Census Tract 4902, St. Lawrence County, New York",36,089,490200,42.2,0,1,0,0,36089490200
1929,35104.0,5679.0,5508.0,97.0,0.4,2.16,30.6,18.0,79.7,3.4,0.0,1563.0,55.3,21.7,"Census Tract 4903, St. Lawrence County, New York",36,089,490300,48.6,0,1,0,0,36089490300
1930,115313.0,130.0,129.0,99.2,0.0,2.21,12.4,22.2,32.9,6.3,5.1,46.0,61.4,54.9,"Census Tract 1470.04, Suffolk County, New York",36,103,147004,34.6,0,1,0,0,36103147004
1931,84375.0,147.0,134.0,91.2,0.0,3.77,17.2,26.0,90.6,1.6,0.0,35.0,64.1,22.3,"Census Tract 1595.10, Suffolk County, New York",36,103,159510,43.2,0,1,0,0,36103159510
1932,111707.0,3302.0,3159.0,95.7,2.3,3.02,11.7,50.0,85.9,3.0,3.8,1038.0,78.7,44.1,"Census Tract 1352.08, Suffolk County, New York",36,103,135208,61.7,1,1,1,1,36103135208
1933,112257.0,4745.0,4357.0,91.8,5.5,2.86,35.4,15.1,81.6,1.5,10.6,1577.0,75.0,48.0,"Census Tract 1470.03, Suffolk County, New York",36,103,147003,50.5,1,1,1,1,36103147003
1934,105875.0,4499.0,3983.0,88.5,0.2,2.61,1.7,33.1,84.6,2.4,2.5,1593.0,69.4,51.9,"Census Tract 1580.11, Suffolk County, New York",36,103,158011,34.800000000000004,1,1,1,1,36103158011
1935,169706.0,3369.0,2964.0,88.0,3.1,3.11,4.7,53.5,80.0,0.0,6.2,1065.0,87.3,64.4,"Census Tract 1580.10, Suffolk County, New York",36,103,158010,58.2,1,1,1,1,36103158010
1936,80694.0,5380.0,4360.0,81.0,15.3,2.74,13.3,5.7,65.5,5.6,6.6,1001.0,65.9,44.6,"Census Tract 2101.01, Dutchess County, New York",36,027,210101,19.0,0,0,0,0,36027210101
1937,64511.0,3813.0,2221.0,58.2,37.3,2.36,8.1,7.7,62.1,5.4,15.3,845.0,57.3,31.7,"Census Tract 2102.01, Dutchess County, New York",36,027,210201,15.8,0,0,0,0,36027210201
1938,69735.0,4263.0,3232.0,75.8,15.7,2.6,2.8,10.8,74.8,0.6,9.5,1204.0,60.3,30.6,"Census Tract 2103.01, Dutchess County, New York",36,027,210301,13.600000000000001,0,0,0,0,36027210301
1939,95842.0,5353.0,5110.0,95.5,2.3,2.83,2.1,10.4,84.1,1.1,3.3,1610.0,79.4,37.8,"Census Tract 200.05, Dutchess County, New York",36,027,020005,12.5,1,0,1,0,36027020005
1940,94006.0,5417.0,5010.0,92.5,2.0,3.01,6.9,8.1,86.2,0.4,2.8,1537.0,83.2,40.4,"Census Tract 502.05, Dutchess County, New York",36,027,050205,15.0,1,0,1,0,36027050205
1941,71364.0,2954.0,2609.0,88.3,6.6,2.38,39.7,11.2,83.1,1.8,6.6,766.0,57.0,34.5,"Census Tract 702.01, Dutchess County, New York",36,027,070201,50.900000000000006,0,1,0,0,36027070201
1942,74005.0,5661.0,4910.0,86.7,9.1,2.57,13.4,18.3,90.0,0.0,1.8,1665.0,70.0,26.9,"Census Tract 703.01, Dutchess County, New York",36,027,070301,31.700000000000003,1,1,0,1,36027070301
1943,41194.0,2757.0,2262.0,82.0,9.6,2.74,10.1,10.8,75.7,0.0,9.0,535.0,71.5,15.9,"Census Tract 1.10, Erie County, New York",36,029,000110,20.9,0,0,0,0,36029000110
1944,26849.0,2282.0,1925.0,84.4,6.4,2.52,2.8,1.7,64.7,1.1,11.7,488.0,66.8,7.4,"Census Tract 163, Erie County, New York",36,029,016300,4.5,0,0,0,0,36029016300
1945,30511.0,4417.0,2824.0,63.9,27.6,3.13,17.4,2.3,64.9,1.8,11.3,532.0,73.4,6.7,"Census Tract 174, Erie County, New York",36,029,017400,19.7,0,0,0,0,36029017400
1946,40774.0,2076.0,1721.0,82.9,9.4,2.01,19.1,29.1,72.5,2.5,7.9,634.0,58.5,14.0,"Census Tract 162, Erie County, New York",36,029,016200,48.2,0,1,0,0,36029016200
1947,39318.0,2179.0,2035.0,93.4,0.8,2.06,14.9,5.5,77.5,5.3,5.7,648.0,47.5,20.0,"Census Tract 167, Erie County, New York",36,029,016700,20.4,0,0,0,0,36029016700
1948,25000.0,2882.0,1057.0,36.7,49.9,2.14,5.6,2.2,59.5,19.5,8.0,404.0,45.2,12.8,"Census Tract 164, Erie County, New York",36,029,016400,7.8,0,0,0,0,36029016400
1949,69632.0,1672.0,1026.0,61.4,31.4,1.53,8.9,3.9,64.7,13.5,3.3,57.0,33.9,44.8,"Census Tract 165, Erie County, New York",36,029,016500,12.8,0,0,0,0,36029016500
1950,45326.0,3580.0,3510.0,98.0,1.4,1.97,5.6,5.9,66.2,3.6,2.7,1332.0,52.4,27.1,"Census Tract 9712, Delaware County, New York",36,025,971200,11.5,0,0,0,0,36025971200
1951,-666666666.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,"Census Tract 9901, Suffolk County, New York",36,103,990100,-1333333332.0,0,0,0,0,36103990100
1952,115147.0,3124.0,2863.0,91.6,1.7,2.68,11.3,58.0,88.3,0.0,6.7,965.0,75.7,54.1,"Census Tract 1352.09, Suffolk County, New York",36,103,135209,69.3,1,1,1,1,36103135209
1953,80682.0,5115.0,2992.0,58.5,19.5,4.77,22.7,26.1,85.4,2.3,0.9,641.0,70.7,17.7,"Census Tract 1461.06, Suffolk County, New York",36,103,146106,48.8,0,1,0,0,36103146106
1954,48125.0,3079.0,3061.0,99.4,0.4,2.39,2.3,7.9,80.4,2.1,1.0,1079.0,65.4,20.4,"Census Tract 7406, Schoharie County, New York",36,095,740600,10.2,0,0,0,0,36095740600
1955,54358.0,2878.0,2809.0,97.6,0.8,2.38,5.3,9.0,78.3,2.1,1.9,1089.0,66.8,16.8,"Census Tract 7408, Schoharie County, New York",36,095,740800,14.3,1,0,0,0,36095740800
1956,54375.0,5421.0,5231.0,96.5,0.6,2.51,6.2,6.0,79.2,3.1,0.7,1701.0,65.9,23.7,"Census Tract 7404, Schoharie County, New York",36,095,740400,12.2,0,0,0,0,36095740400
1957,40313.0,5224.0,5103.0,97.7,1.8,2.27,11.3,7.6,68.8,15.9,1.1,1132.0,55.1,23.7,"Census Tract 7402, Schoharie County, New York",36,095,740200,18.9,0,0,0,0,36095740200
1958,-666666666.0,1260.0,942.0,74.8,25.9,-666666666.0,-666666666.0,-666666666.0,28.5,57.3,0.0,0.0,-666666666.0,0.0,"Census Tract 7403, Schoharie County, New York",36,095,740300,-1333333332.0,0,0,0,0,36095740300
1959,50714.0,3554.0,3482.0,98.0,0.6,2.47,7.2,5.2,80.5,3.2,0.9,1071.0,62.6,22.9,"Census Tract 7405, Schoharie County, New York",36,095,740500,12.4,0,0,0,0,36095740500
1960,58333.0,4897.0,4831.0,98.7,1.6,2.49,6.7,3.2,86.1,2.1,1.4,1555.0,63.6,20.2,"Census Tract 7401, Schoharie County, New York",36,095,740100,9.9,0,0,0,0,36095740100
1961,53826.0,5298.0,5198.0,98.1,1.0,2.36,4.9,4.2,86.0,2.1,1.3,1844.0,65.8,21.6,"Census Tract 7407, Schoharie County, New York",36,095,740700,9.100000000000001,0,0,0,0,36095740700
1962,44388.0,3308.0,535.0,16.2,23.2,3.28,2.8,5.8,14.7,13.5,66.3,300.0,65.6,20.2,"Census Tract 444, Queens County, New York",36,081,044400,8.6,0,0,0,0,36081044400
1963,64432.0,3300.0,2603.0,78.9,1.7,2.64,7.1,16.0,34.9,10.1,40.8,528.0,50.8,24.6,"Census Tract 531, Queens County, New York",36,081,053100,23.1,0,1,0,0,36081053100
1964,91974.0,4956.0,196.0,4.0,87.0,3.7,26.3,11.2,45.6,1.3,39.4,1047.0,85.1,22.1,"Census Tract 582, Queens County, New York",36,081,058200,37.5,0,1,0,0,36081058200
1965,66563.0,2422.0,1283.0,53.0,1.3,2.69,10.8,18.2,46.2,0.5,33.2,606.0,70.2,33.2,"Census Tract 1085, Queens County, New York",36,081,108500,29.0,0,1,0,0,36081108500
1966,88363.0,3384.0,2084.0,61.6,1.2,3.1,31.9,20.6,55.3,3.0,28.4,932.0,85.7,43.8,"Census Tract 1093, Queens County, New York",36,081,109300,52.5,0,1,0,0,36081109300
1967,75750.0,5102.0,2178.0,42.7,3.5,3.24,33.0,7.2,54.7,1.7,36.3,1363.0,78.7,36.6,"Census Tract 1417, Queens County, New York",36,081,141700,40.2,0,1,0,0,36081141700
1968,58685.0,6559.0,5074.0,77.4,2.8,2.29,18.3,56.6,60.1,4.7,33.9,2348.0,60.7,27.6,"Census Tract 62.01, Queens County, New York",36,081,006201,74.9,0,1,0,0,36081006201
1969,51250.0,7014.0,4831.0,68.9,9.4,2.82,16.6,30.8,54.8,5.3,31.8,952.0,78.3,26.8,"Census Tract 62.02, Queens County, New York",36,081,006202,47.400000000000006,0,1,0,0,36081006202
1970,63214.0,3472.0,2699.0,77.7,2.8,2.07,9.6,9.0,10.0,8.3,74.8,109.0,38.1,59.7,"Census Tract 65.01, Queens County, New York",36,081,006501,18.6,0,0,0,0,36081006501
1971,80747.0,3764.0,2404.0,63.9,4.4,2.18,8.5,8.4,12.2,6.0,76.0,211.0,38.9,56.1,"Census Tract 65.02, Queens County, New York",36,081,006502,16.9,0,0,0,0,36081006502
1972,62625.0,3782.0,145.0,3.8,36.6,4.04,9.0,8.5,45.9,5.2,37.2,659.0,81.3,14.9,"Census Tract 158.01, Queens County, New York",36,081,015801,17.5,0,0,0,0,36081015801
1973,58523.0,3249.0,1782.0,54.8,11.9,3.53,4.2,36.3,24.3,4.7,63.8,186.0,82.0,16.0,"Census Tract 437.01, Queens County, New York",36,081,043701,40.5,0,1,0,0,36081043701
1974,40950.0,6537.0,3239.0,49.5,17.8,2.95,24.4,35.9,18.7,13.6,61.4,874.0,67.4,22.8,"Census Tract 437.02, Queens County, New York",36,081,043702,60.3,0,1,0,0,36081043702
1975,28686.0,3613.0,1470.0,40.7,9.6,2.91,4.6,4.1,31.5,7.7,48.2,223.0,71.3,13.8,"Census Tract 443.01, Queens County, New York",36,081,044301,8.7,0,0,0,0,36081044301
1976,54286.0,4491.0,1345.0,29.9,10.8,3.5,12.5,22.0,13.5,10.7,58.1,495.0,70.0,24.7,"Census Tract 443.02, Queens County, New York",36,081,044302,34.5,0,1,0,0,36081044302
1977,-666666666.0,16.0,16.0,100.0,0.0,2.0,0.0,0.0,0.0,33.3,66.7,4.0,100.0,100.0,"Census Tract 613.02, Queens County, New York",36,081,061302,0.0,0,0,0,0,36081061302
1978,84195.0,5677.0,4392.0,77.4,2.3,2.09,27.4,14.6,21.2,6.3,61.3,906.0,53.0,67.5,"Census Tract 713.03, Queens County, New York",36,081,071303,42.0,0,1,0,0,36081071303
1979,48032.0,6032.0,4117.0,68.3,6.3,1.99,26.5,25.0,24.2,6.6,60.3,905.0,43.1,49.1,"Census Tract 713.04, Queens County, New York",36,081,071304,51.5,0,1,0,0,36081071304
1980,75082.0,4914.0,2892.0,58.9,2.7,2.06,32.0,32.0,17.4,4.1,68.0,469.0,51.7,64.7,"Census Tract 713.05, Queens County, New York",36,081,071305,64.0,0,1,0,0,36081071305
1981,77500.0,6864.0,3658.0,53.3,3.8,2.35,25.1,17.2,20.4,7.5,62.5,805.0,53.5,58.8,"Census Tract 713.06, Queens County, New York",36,081,071306,42.3,0,1,0,0,36081071306
1982,66715.0,5702.0,3873.0,67.9,4.1,2.23,40.9,18.0,18.8,13.8,58.4,1126.0,52.1,52.5,"Census Tract 717.01, Queens County, New York",36,081,071701,58.9,0,1,0,0,36081071701
1983,44692.0,3836.0,1627.0,42.4,10.1,2.06,16.4,50.1,21.0,11.6,60.8,1038.0,51.7,51.3,"Census Tract 717.02, Queens County, New York",36,081,071702,66.5,0,1,0,0,36081071702
1984,82292.0,5181.0,3448.0,66.6,2.8,1.93,31.8,12.1,13.1,3.2,74.1,1387.0,47.3,73.0,"Census Tract 757.01, Queens County, New York",36,081,075701,43.9,0,1,0,0,36081075701
1985,93484.0,4178.0,2930.0,70.1,1.8,1.96,28.3,26.8,14.1,4.3,75.4,1288.0,45.0,64.3,"Census Tract 757.02, Queens County, New York",36,081,075702,55.1,0,1,0,0,36081075702
1986,64219.0,4722.0,585.0,12.4,27.2,3.82,11.7,2.2,31.3,6.5,56.0,761.0,80.0,18.8,"Census Tract 158.02, Queens County, New York",36,081,015802,13.899999999999999,0,0,0,0,36081015802
1987,53443.0,3581.0,2364.0,66.0,2.1,2.12,12.0,4.5,13.3,7.8,72.4,114.0,39.7,39.4,"Census Tract 181.01, Queens County, New York",36,081,018101,16.5,0,0,0,0,36081018101
1988,62733.0,3539.0,2675.0,75.6,3.6,1.84,11.9,4.5,8.8,5.5,75.6,270.0,36.8,48.3,"Census Tract 181.02, Queens County, New York",36,081,018102,16.4,0,0,0,0,36081018102
1989,70066.0,3333.0,2098.0,62.9,3.8,2.15,11.1,6.8,13.0,2.0,71.7,582.0,51.3,43.5,"Census Tract 185.01, Queens County, New York",36,081,018501,17.9,0,0,0,0,36081018501
1990,73917.0,3610.0,2602.0,72.1,2.0,2.42,13.2,9.2,8.3,7.5,73.5,301.0,55.2,39.2,"Census Tract 185.02, Queens County, New York",36,081,018502,22.4,0,1,0,0,36081018502
1991,61219.0,4020.0,2768.0,68.9,0.5,2.26,7.9,3.9,11.2,4.0,75.6,126.0,43.1,37.4,"Census Tract 253.01, Queens County, New York",36,081,025301,11.8,0,0,0,0,36081025301
1992,64792.0,3057.0,2262.0,74.0,1.8,2.66,11.6,13.1,13.9,1.9,76.6,142.0,41.9,23.4,"Census Tract 253.02, Queens County, New York",36,081,025302,24.7,0,1,0,0,36081025302
1993,47222.0,3675.0,797.0,21.7,1.7,2.75,11.0,10.8,11.2,6.3,76.3,289.0,56.6,35.0,"Census Tract 269.02, Queens County, New York",36,081,026902,21.8,0,0,0,0,36081026902
1994,65644.0,5811.0,2100.0,36.1,1.3,3.52,34.8,14.5,27.5,2.7,60.3,792.0,79.8,31.5,"Census Tract 309.03, Queens County, New York",36,081,030903,49.3,0,1,0,0,36081030903
